hotel_id,hotel_name,city,state,week_start,year,week_number,rooms_available,rooms_booked,occupancy_rate,avg_lead_time,cancelation_rate,total_guests,avg_guest_age,loyalty_members,repeat_guests,avg_daily_rate,total_revenue,extras_revenue,holiday_week,local_event
H101,Twin City Suites,Minneapolis,MN,2024-07-07,2024,27,122,91,0.75,20,0.11,91,41,28,34,105.83,67413.71,1608.59,True,Convention
H101,Twin City Suites,Minneapolis,MN,2024-07-14,2024,28,119,87,0.73,1,0.06,87,35,28,26,123.37,75132.33,2050.89,False,Convention
H101,Twin City Suites,Minneapolis,MN,2024-07-21,2024,29,98,72,0.73,22,0.02,72,42,40,30,121.17,61069.68,924.68,False,
H101,Twin City Suites,Minneapolis,MN,2024-07-28,2024,30,111,69,0.62,13,0.06,138,35,46,50,145.31,70184.73,3180.32,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-08-04,2024,31,89,54,0.61,17,0.3,108,49,57,36,130.56,49351.68,2932.33,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-08-11,2024,32,104,77,0.74,13,0.3,231,51,118,93,98.18,52919.02,4299.05,False,
H101,Twin City Suites,Minneapolis,MN,2024-08-18,2024,33,129,85,0.66,7,0.08,170,53,54,54,142.21,84614.95,3759.65,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-08-25,2024,34,111,64,0.58,5,0.06,64,35,28,13,130.93,58656.64,1131.78,False,
H101,Twin City Suites,Minneapolis,MN,2024-09-01,2024,35,80,56,0.7,6,0.12,56,55,31,13,118.13,46306.96,1555.01,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-09-08,2024,36,108,78,0.72,22,0.28,78,25,36,19,154.65,84438.9,1968.57,False,
H101,Twin City Suites,Minneapolis,MN,2024-09-15,2024,37,146,134,0.92,12,0.3,268,33,107,75,121.22,113704.36,4541.4,False,
H101,Twin City Suites,Minneapolis,MN,2024-09-22,2024,38,111,83,0.75,6,0.18,83,63,49,38,142.02,82513.62,1860.3,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-09-29,2024,39,97,86,0.89,10,0.02,172,24,101,81,125.32,75442.64,4712.69,False,
H101,Twin City Suites,Minneapolis,MN,2024-10-06,2024,40,147,128,0.87,16,0.14,384,48,223,93,127.54,114275.84,7552.57,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-10-13,2024,41,120,83,0.69,15,0.3,166,33,69,58,174.32,101279.92,4533.72,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-10-20,2024,42,144,96,0.67,13,0.16,192,54,69,44,116.1,78019.2,5172.36,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-10-27,2024,43,137,111,0.81,13,0.22,111,41,49,45,139.04,108034.08,1408.45,False,
H101,Twin City Suites,Minneapolis,MN,2024-11-03,2024,44,140,113,0.81,7,0.06,226,33,68,112,139.06,109996.46,3591.68,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2024-11-10,2024,45,111,83,0.75,17,0.18,249,47,131,112,104.66,60807.46,4918.39,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2024-11-17,2024,46,146,105,0.72,12,0.09,210,34,113,101,82.13,60365.55,2422.82,False,
H101,Twin City Suites,Minneapolis,MN,2024-11-24,2024,47,110,79,0.72,24,0.23,158,32,60,69,116.9,64645.7,4443.31,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-12-01,2024,48,89,68,0.76,12,0.02,204,40,83,80,59.61,28374.36,4430.33,True,Music Festival
H101,Twin City Suites,Minneapolis,MN,2024-12-08,2024,49,110,79,0.72,9,0.13,158,30,85,57,96.89,53580.17,4030.09,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2024-12-15,2024,50,120,84,0.7,13,0.02,252,30,132,74,120.0,70560.0,2756.13,False,
H101,Twin City Suites,Minneapolis,MN,2024-12-22,2024,51,97,67,0.69,20,0.05,67,31,22,20,134.57,63113.33,1089.89,True,Convention
H101,Twin City Suites,Minneapolis,MN,2024-12-29,2024,52,129,84,0.65,15,0.18,252,47,82,102,71.22,41877.36,5708.87,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-01-01,2023,52,107,73,0.68,17,0.08,73,41,24,31,111.24,56843.64,1255.67,True,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-01-08,2023,1,132,94,0.71,14,0.3,188,37,77,40,110.94,72998.52,4971.4,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-01-15,2023,2,139,117,0.84,11,0.15,234,39,117,89,105.16,86126.04,5389.67,False,
H102,Gateway Lodge,St. Louis,MO,2023-01-22,2023,3,106,69,0.65,7,0.19,138,32,78,39,109.12,52704.96,1687.77,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-01-29,2023,4,82,56,0.68,1,0.17,168,30,70,60,118.45,46432.4,3239.36,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-02-05,2023,5,141,98,0.7,14,0.16,98,32,44,48,133.46,91553.56,1215.61,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2023-02-12,2023,6,118,89,0.75,20,0.12,178,25,69,70,133.4,83108.2,3410.46,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-02-19,2023,7,148,113,0.76,2,0.1,339,32,177,115,120.42,95252.22,9917.57,False,
H102,Gateway Lodge,St. Louis,MO,2023-02-26,2023,8,149,107,0.72,12,0.1,321,36,171,119,126.51,94755.99,7292.83,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-03-05,2023,9,142,94,0.66,25,0.05,94,37,41,43,113.6,74748.8,1216.93,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2023-03-12,2023,10,135,96,0.71,6,0.21,192,41,96,42,136.83,91949.76,3685.11,False,
H102,Gateway Lodge,St. Louis,MO,2023-03-19,2023,11,129,82,0.64,1,0.3,164,27,51,74,111.42,63955.08,4790.86,False,
H102,Gateway Lodge,St. Louis,MO,2023-03-26,2023,12,131,99,0.76,14,0.11,297,26,144,146,130.97,90762.21,8362.92,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-04-02,2023,13,139,89,0.64,16,0.15,89,27,33,34,100.87,62842.01,1895.85,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-04-09,2023,14,148,110,0.74,13,0.3,110,46,60,46,116.92,90028.4,1164.17,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-04-16,2023,15,83,50,0.6,28,0.15,50,24,29,10,107.01,37453.5,892.46,False,
H102,Gateway Lodge,St. Louis,MO,2023-04-23,2023,16,134,111,0.83,15,0.27,111,50,41,40,147.57,114661.89,1643.69,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-04-30,2023,17,103,59,0.57,14,0.06,59,38,34,22,159.53,65885.89,1199.7,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2023-05-07,2023,18,128,69,0.54,8,0.26,138,49,61,48,128.18,61910.94,1893.74,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-05-14,2023,19,138,78,0.57,20,0.11,156,47,84,70,144.72,79017.12,3965.9,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2023-05-21,2023,20,128,75,0.59,7,0.3,150,43,46,35,133.8,70245.0,1663.9,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-05-28,2023,21,112,49,0.44,6,0.04,49,48,20,14,143.88,49350.84,1290.44,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-06-04,2023,22,82,49,0.6,10,0.07,147,54,73,32,156.04,53521.72,1961.92,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-06-11,2023,23,86,63,0.73,16,0.3,126,47,66,29,159.91,70520.31,2190.59,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-06-18,2023,24,88,83,0.94,21,0.24,249,44,139,70,109.28,63491.68,4209.8,False,
H102,Gateway Lodge,St. Louis,MO,2023-06-25,2023,25,83,62,0.75,17,0.2,62,40,25,15,133.91,58116.94,1096.6,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-07-02,2023,26,82,64,0.78,13,0.15,192,45,113,41,156.38,70058.24,5232.54,True,Convention
H102,Gateway Lodge,St. Louis,MO,2023-07-09,2023,27,110,77,0.7,17,0.14,77,37,26,22,133.87,72155.93,1805.96,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-07-16,2023,28,94,62,0.66,9,0.17,186,42,56,74,121.39,52683.26,2929.99,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-07-23,2023,29,139,88,0.63,6,0.03,264,31,84,114,109.28,67316.48,6259.14,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2023-07-30,2023,30,127,67,0.53,10,0.13,67,45,32,17,150.41,70542.29,805.84,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-08-06,2023,31,94,61,0.65,7,0.1,61,40,20,19,137.8,58840.6,1125.73,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2023-08-13,2023,32,93,74,0.8,6,0.03,222,25,85,88,121.75,63066.5,2561.79,False,
H102,Gateway Lodge,St. Louis,MO,2023-08-20,2023,33,119,88,0.74,10,0.08,264,52,80,129,136.23,83917.68,6371.01,False,
H102,Gateway Lodge,St. Louis,MO,2023-08-27,2023,34,128,74,0.58,2,0.19,148,42,49,36,115.7,59932.6,3219.25,False,
H102,Gateway Lodge,St. Louis,MO,2023-09-03,2023,35,105,76,0.72,21,0.27,76,37,33,37,142.49,75804.68,1046.58,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-09-10,2023,36,111,73,0.66,7,0.14,73,48,31,30,120.32,61483.52,1625.41,False,
H102,Gateway Lodge,St. Louis,MO,2023-09-17,2023,37,118,81,0.69,4,0.2,243,45,91,64,101.68,57652.56,2733.88,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-09-24,2023,38,95,58,0.61,25,0.14,174,42,95,76,91.99,37347.94,3886.41,False,
H102,Gateway Lodge,St. Louis,MO,2023-10-01,2023,39,124,89,0.72,20,0.25,267,33,126,96,104.28,64966.44,7451.15,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-10-08,2023,40,127,71,0.56,21,0.3,71,46,30,23,130.77,64992.69,800.89,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-10-15,2023,41,123,88,0.72,10,0.28,88,40,50,20,110.14,67846.24,2033.11,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-10-22,2023,42,142,119,0.84,9,0.08,119,43,60,27,99.84,83166.72,1784.9,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-10-29,2023,43,126,74,0.59,34,0.22,222,35,87,105,117.49,60859.82,3793.65,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-11-05,2023,44,99,72,0.73,18,0.16,144,31,64,37,128.35,64688.4,3853.18,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-11-12,2023,45,146,114,0.78,16,0.28,342,43,120,139,111.65,89096.7,4550.55,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2023-11-19,2023,46,148,99,0.67,14,0.3,198,27,72,70,91.65,63513.45,2208.62,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-11-26,2023,47,135,102,0.76,4,0.09,306,44,129,100,157.42,112397.88,7357.13,True,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-12-03,2023,48,114,84,0.74,14,0.04,168,49,56,64,113.29,66614.52,2159.95,False,Convention
H102,Gateway Lodge,St. Louis,MO,2023-12-10,2023,49,91,56,0.62,7,0.22,112,41,47,23,172.42,67588.64,2527.68,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2023-12-17,2023,50,111,65,0.59,6,0.22,130,57,71,58,78.28,35617.4,3358.05,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2023-12-24,2023,51,128,87,0.68,4,0.13,174,50,72,76,119.14,72556.26,1973.07,True,
H102,Gateway Lodge,St. Louis,MO,2023-12-31,2023,52,143,100,0.7,12,0.29,200,42,108,66,98.44,68908.0,3402.08,True,Convention
H102,Gateway Lodge,St. Louis,MO,2024-01-07,2024,1,142,89,0.63,9,0.08,89,37,45,18,133.03,82877.69,1751.5,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-01-14,2024,2,113,66,0.58,15,0.29,132,54,69,58,97.11,44864.82,3091.86,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-01-21,2024,3,115,81,0.7,23,0.21,243,38,139,103,154.0,87318.0,6751.16,False,
H102,Gateway Lodge,St. Louis,MO,2024-01-28,2024,4,146,117,0.8,27,0.18,117,37,42,34,104.84,85863.96,2164.15,False,
H102,Gateway Lodge,St. Louis,MO,2024-02-04,2024,5,110,69,0.63,14,0.23,207,35,113,82,106.84,51603.72,4936.37,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-02-11,2024,6,142,111,0.78,14,0.2,333,31,169,88,89.48,69525.96,7738.71,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-02-18,2024,7,140,106,0.76,17,0.27,318,54,98,88,126.99,94226.58,3427.91,False,
H102,Gateway Lodge,St. Louis,MO,2024-02-25,2024,8,142,77,0.54,5,0.3,154,47,92,68,110.62,59624.18,3316.24,False,
H102,Gateway Lodge,St. Louis,MO,2024-03-03,2024,9,91,69,0.76,19,0.22,138,34,42,42,126.68,61186.44,2243.27,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-03-10,2024,10,131,110,0.84,5,0.19,330,53,102,148,141.43,108901.1,7422.45,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-03-17,2024,11,119,107,0.9,15,0.17,321,35,118,121,127.35,95385.15,4568.7,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2024-03-24,2024,12,127,62,0.49,21,0.24,124,41,62,50,131.17,56927.78,1655.05,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2024-03-31,2024,13,147,100,0.68,27,0.21,200,48,98,75,131.26,91882.0,3820.69,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-04-07,2024,14,150,91,0.61,20,0.13,182,48,98,88,100.39,63948.43,3282.87,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-04-14,2024,15,138,131,0.95,15,0.05,262,47,106,56,118.52,108682.84,3063.12,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-04-21,2024,16,112,73,0.65,20,0.24,73,46,41,18,102.09,52167.99,1901.85,False,
H102,Gateway Lodge,St. Louis,MO,2024-04-28,2024,17,104,83,0.8,15,0.18,166,38,66,36,115.88,67326.28,1895.84,False,
H102,Gateway Lodge,St. Louis,MO,2024-05-05,2024,18,148,92,0.62,9,0.1,276,37,94,135,85.96,55358.24,7166.58,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-05-12,2024,19,104,67,0.64,5,0.07,67,34,33,14,131.9,61861.1,866.88,False,
H102,Gateway Lodge,St. Louis,MO,2024-05-19,2024,20,141,90,0.64,20,0.11,180,31,84,79,124.73,78579.9,3619.83,False,
H102,Gateway Lodge,St. Louis,MO,2024-05-26,2024,21,147,87,0.59,16,0.09,261,39,102,116,117.66,71654.94,5003.01,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-06-02,2024,22,92,58,0.63,17,0.3,58,43,26,26,96.31,39101.86,1147.7,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-06-09,2024,23,109,70,0.64,13,0.3,140,50,59,41,151.26,74117.4,1752.81,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-06-16,2024,24,118,79,0.67,15,0.03,79,38,36,24,102.15,56488.95,1691.99,False,
H102,Gateway Lodge,St. Louis,MO,2024-06-23,2024,25,148,109,0.74,9,0.07,109,35,63,53,97.9,74697.7,1906.52,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-06-30,2024,26,85,61,0.72,10,0.21,61,41,21,24,106.35,45411.45,1676.37,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2024-07-07,2024,27,117,73,0.62,8,0.07,219,43,114,53,78.26,39990.86,2600.74,True,Convention
H102,Gateway Lodge,St. Louis,MO,2024-07-14,2024,28,142,91,0.64,19,0.19,91,33,52,30,151.82,96709.34,1191.18,False,
H102,Gateway Lodge,St. Louis,MO,2024-07-21,2024,29,116,78,0.67,1,0.07,156,36,48,40,122.83,67065.18,3479.2,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-07-28,2024,30,136,66,0.49,14,0.3,132,57,45,27,88.94,41090.28,1450.98,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-08-04,2024,31,86,57,0.66,10,0.22,114,34,61,36,109.29,43606.71,2901.92,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-08-11,2024,32,94,69,0.73,19,0.06,69,46,21,30,150.68,72778.44,1013.51,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-08-18,2024,33,142,101,0.71,12,0.12,101,41,48,40,137.38,97127.66,2923.27,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2024-08-25,2024,34,86,56,0.65,16,0.16,56,54,22,16,117.83,46189.36,852.37,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-09-01,2024,35,118,73,0.62,20,0.12,73,28,23,16,126.48,64631.28,949.69,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-09-08,2024,36,95,55,0.58,13,0.21,165,23,86,70,137.3,52860.5,4347.45,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-09-15,2024,37,108,77,0.71,7,0.3,231,45,88,59,109.42,58977.38,4296.4,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-09-22,2024,38,137,81,0.59,15,0.3,162,39,69,40,122.46,69434.82,4543.82,False,Music Festival
H102,Gateway Lodge,St. Louis,MO,2024-09-29,2024,39,134,80,0.6,22,0.04,160,48,67,47,117.55,65828.0,3445.94,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2024-10-06,2024,40,87,61,0.7,6,0.09,183,46,91,65,85.11,36341.97,5264.24,False,
H102,Gateway Lodge,St. Louis,MO,2024-10-13,2024,41,92,69,0.75,1,0.07,69,36,25,26,129.72,62654.76,1185.71,False,
H102,Gateway Lodge,St. Louis,MO,2024-10-20,2024,42,107,58,0.54,17,0.27,116,26,46,30,118.63,48163.78,2278.55,False,
H102,Gateway Lodge,St. Louis,MO,2024-10-27,2024,43,90,55,0.61,10,0.18,55,44,24,16,123.81,47666.85,1134.73,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-11-03,2024,44,102,75,0.74,13,0.09,225,30,105,93,117.3,61582.5,2773.61,False,
H102,Gateway Lodge,St. Louis,MO,2024-11-10,2024,45,100,62,0.62,18,0.17,62,33,26,27,128.51,55773.34,1083.09,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-11-17,2024,46,137,112,0.82,10,0.08,336,31,107,107,112.46,88168.64,8919.47,False,State Fair
H102,Gateway Lodge,St. Louis,MO,2024-11-24,2024,47,140,93,0.66,13,0.1,186,50,83,78,124.51,81056.01,4202.93,False,
H102,Gateway Lodge,St. Louis,MO,2024-12-01,2024,48,109,83,0.76,24,0.12,166,58,90,40,123.04,71486.24,4464.29,True,
H102,Gateway Lodge,St. Louis,MO,2024-12-08,2024,49,116,95,0.82,1,0.05,285,35,129,83,83.64,55620.6,3073.84,False,Sports Event
H102,Gateway Lodge,St. Louis,MO,2024-12-15,2024,50,89,69,0.78,24,0.07,207,45,86,90,121.47,58670.01,4800.35,False,Convention
H102,Gateway Lodge,St. Louis,MO,2024-12-22,2024,51,113,75,0.66,8,0.16,225,28,88,81,96.76,50799.0,3019.21,True,State Fair
H102,Gateway Lodge,St. Louis,MO,2024-12-29,2024,52,105,70,0.67,24,0.11,140,32,42,55,97.35,47701.5,2054.68,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-01-01,2023,52,149,109,0.73,17,0.14,109,38,51,34,121.45,92666.35,1114.64,True,
H103,Crossroads Hotel,Indianapolis,IN,2023-01-08,2023,1,99,65,0.66,9,0.3,130,54,60,36,99.61,45322.55,3651.03,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-01-15,2023,2,89,70,0.79,19,0.01,70,37,25,18,117.79,57717.1,1172.44,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-01-22,2023,3,119,72,0.61,18,0.21,216,36,90,77,125.04,63020.16,5639.47,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-01-29,2023,4,116,67,0.58,9,0.24,134,26,67,29,118.07,55374.83,3208.4,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-02-05,2023,5,139,91,0.65,17,0.08,273,32,101,109,130.33,83020.21,7230.95,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-02-12,2023,6,131,104,0.79,6,0.08,208,28,67,103,137.86,100362.08,5682.98,False,State Fair
H103,Crossroads Hotel,Indianapolis,IN,2023-02-19,2023,7,149,131,0.88,12,0.04,262,21,122,119,138.56,127059.52,5534.44,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-02-26,2023,8,90,67,0.74,7,0.07,201,36,67,99,138.01,64726.69,3313.8,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-03-05,2023,9,135,100,0.74,20,0.29,300,57,114,129,134.58,94206.0,4400.0,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-03-12,2023,10,112,66,0.59,23,0.17,66,43,34,19,135.59,62642.58,1098.2,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-03-19,2023,11,109,75,0.69,11,0.2,225,59,79,64,124.38,65299.5,2476.88,False,State Fair
H103,Crossroads Hotel,Indianapolis,IN,2023-03-26,2023,12,82,58,0.71,15,0.3,174,40,83,52,116.54,47315.24,2238.62,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-04-02,2023,13,85,66,0.78,7,0.23,66,42,33,26,117.69,54372.78,661.47,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-04-09,2023,14,146,105,0.72,7,0.06,315,57,163,93,133.31,97982.85,5309.2,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-04-16,2023,15,115,102,0.89,8,0.14,102,47,30,42,94.05,67151.7,1046.31,False,State Fair
H103,Crossroads Hotel,Indianapolis,IN,2023-04-23,2023,16,135,84,0.62,22,0.14,252,67,117,79,88.77,52196.76,3731.11,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-04-30,2023,17,91,77,0.85,12,0.06,154,18,92,57,108.76,58621.64,2481.69,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-05-07,2023,18,132,105,0.8,25,0.09,210,36,71,78,142.02,104384.7,5264.58,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-05-14,2023,19,93,74,0.8,13,0.3,74,44,28,24,140.91,72991.38,1030.44,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-05-21,2023,20,132,97,0.73,13,0.09,291,40,96,109,89.02,60444.58,6621.85,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-05-28,2023,21,116,84,0.72,27,0.11,252,24,136,94,103.96,61128.48,5750.47,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-06-04,2023,22,150,125,0.83,4,0.24,125,48,38,36,99.47,87036.25,2939.16,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-06-11,2023,23,91,74,0.81,23,0.08,148,38,49,55,118.24,61248.32,1663.63,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-06-18,2023,24,121,88,0.73,14,0.03,88,33,29,40,84.12,51817.92,2041.05,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-06-25,2023,25,145,81,0.56,27,0.07,81,41,35,30,84.07,47667.69,1357.7,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-07-02,2023,26,149,126,0.85,12,0.09,252,46,117,95,124.25,109588.5,4261.22,True,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-07-09,2023,27,86,69,0.8,15,0.25,69,41,26,16,115.57,55820.31,1512.04,False,State Fair
H103,Crossroads Hotel,Indianapolis,IN,2023-07-16,2023,28,126,73,0.58,17,0.3,219,31,120,95,123.91,63318.01,2734.63,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-07-23,2023,29,136,93,0.68,17,0.07,93,18,54,37,147.58,96074.58,2697.99,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-07-30,2023,30,114,78,0.68,9,0.16,234,55,112,110,94.15,51405.9,4411.26,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-08-06,2023,31,116,75,0.65,16,0.26,150,53,73,65,89.57,47024.25,4373.84,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-08-13,2023,32,142,124,0.87,29,0.19,124,59,39,47,122.82,106607.76,1802.4,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-08-20,2023,33,110,94,0.85,9,0.19,282,35,117,60,125.72,82723.76,5545.78,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-08-27,2023,34,119,53,0.45,21,0.14,159,40,75,58,123.13,45681.23,4642.14,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-09-03,2023,35,150,120,0.8,28,0.24,240,37,81,56,87.25,73290.0,4119.07,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-09-10,2023,36,108,76,0.7,20,0.02,76,57,32,15,99.79,53088.28,909.6,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-09-17,2023,37,95,61,0.64,14,0.25,183,24,60,46,132.41,56539.07,3831.76,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-09-24,2023,38,143,114,0.8,19,0.18,342,26,204,93,120.9,96478.2,4956.66,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-10-01,2023,39,145,102,0.7,3,0.23,306,57,168,135,85.05,60725.7,8362.51,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-10-08,2023,40,133,95,0.71,11,0.17,190,41,64,76,120.12,79879.8,3404.8,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-10-15,2023,41,111,71,0.64,5,0.07,142,54,49,48,157.15,78103.55,2991.86,False,State Fair
H103,Crossroads Hotel,Indianapolis,IN,2023-10-22,2023,42,98,54,0.55,16,0.3,108,46,58,45,155.57,58805.46,2397.83,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-10-29,2023,43,145,85,0.59,13,0.16,255,21,132,52,119.35,71013.25,5532.62,False,Convention
H103,Crossroads Hotel,Indianapolis,IN,2023-11-05,2023,44,88,53,0.6,13,0.14,106,39,32,48,121.0,44891.0,2283.49,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-11-12,2023,45,123,88,0.72,20,0.08,264,27,100,68,125.74,77455.84,3943.41,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-11-19,2023,46,80,60,0.75,1,0.02,120,25,46,38,121.88,51189.6,3148.48,False,
H103,Crossroads Hotel,Indianapolis,IN,2023-11-26,2023,47,118,95,0.81,18,0.3,285,30,160,61,140.14,93193.1,4167.16,True,State Fair
H103,Crossroads Hotel,Indianapolis,IN,2023-12-03,2023,48,142,95,0.67,17,0.12,95,28,50,40,135.18,89894.7,1543.94,False,Sports Event
H103,Crossroads Hotel,Indianapolis,IN,2023-12-10,2023,49,148,83,0.56,11,0.15,166,46,84,81,134.69,78254.89,2966.6,False,Music Festival
H103,Crossroads Hotel,Indianapolis,IN,2023-12-17,2023,50,122,90,0.74,8,0.14,270,33,133,114,84.41,53178.3,3954.01,False,State Fair
H103,Crossroads Hotel,Indianapolis,IN,2023-12-24,2023,51,128,69,0.54,9,0.25,138,44,76,35,125.34,60539.22,4019.37,True,Music Festival
