student_id,institution_name,campus_location,degree_program,start_year,graduation_year,GPA_start,GPA_mid,GPA_final,credits_completed,internship_participation,extracurricular_involvement_level,study_abroad,on_campus_employment,gender,ethnicity,age_at_graduation,first_generation_college_student,family_income_bracket,high_school_GPA,employment_status_6mo,employment_status_1yr,job_title_first,industry_first,salary_first,job_city,job_state,job_region,graduate_school_enrollment,graduate_field_of_study,job_satisfaction,alignment_with_major
11f84781-c3be-4c44-bf7b-e54505967562,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2019,2023,3.26,3.02,3.01,128,0,High,0,0,Non-binary,Asian,23,1,Medium,2.92,Employed,Employed,Chiropractor,K-12,45749.0,Peoria,IL,Midwest,0,,9.0,1.0
9a00f392-1212-46b1-9795-f7d90890124e,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2019,2023,1.52,1.99,1.88,127,1,High,0,0,Non-binary,Asian,26,0,High,2.84,Employed,Employed,Senior tax professional/tax inspector,K-12,54759.0,Rockford,IL,Midwest,0,,7.0,1.0
0871e659-6a1a-456d-95ad-41551c8fab6e,University of Illinois Springfield,"Springfield, IL",Business,2020,2024,3.61,3.52,3.16,129,0,Low,0,0,Male,Asian,25,0,Medium,2.25,Employed,Employed,Child psychotherapist,Consulting,59445.0,Chicago,IL,Midwest,1,Business,8.0,1.0
c69bcaab-8d3e-4938-9423-4846a4ec9ea6,University of Illinois Springfield,"Springfield, IL",STEM,2019,2023,3.54,3.6,3.71,129,0,Medium,0,0,Non-binary,Black,28,0,Medium,3.37,Employed,Employed,Interior and spatial designer,Research,71614.0,Peoria,IL,Midwest,0,,9.0,1.0
8129dcb6-0450-46e3-ad37-1ea3cf1cadf0,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2018,2022,3.29,3.48,3.78,134,1,High,0,0,Non-binary,White,23,1,Medium,2.71,Employed,Employed,Solicitor,Technology,79157.0,Naperville,IL,Midwest,1,STEM,8.0,0.0
d048bf4d-409e-4d6e-a15e-4049b861bfe9,University of Illinois Chicago,"Chicago, IL",Health Sciences,2018,2022,3.7,3.76,3.77,132,1,None,0,1,Non-binary,Other,23,1,Medium,3.36,Employed,Employed,Medical technical officer,Healthcare,62056.0,Decatur,IL,Midwest,0,,8.0,0.0
45b0e6b2-014f-4cc9-a15d-752d18b1d629,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2018,2022,3.17,2.92,3.52,132,0,High,0,0,Non-binary,Hispanic,29,0,Medium,3.61,Employed,Employed,Minerals surveyor,Pharma,46968.0,Louisville,KY,South,1,Health Sciences,10.0,1.0
ce11d683-6997-45dc-baa1-875766fd9c17,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,2.56,2.65,2.64,125,0,Medium,0,0,Female,Hispanic,23,0,High,3.25,Employed,Employed,Site engineer,Nonprofit,35818.0,Bloomington,IL,Midwest,0,,7.0,1.0
b76dd397-4125-4f3e-b1c5-28855280a2d5,University of Illinois Chicago,"Chicago, IL",Business,2016,2020,2.38,2.69,3.11,134,0,Medium,0,0,Female,Asian,24,0,Medium,3.13,Employed,Employed,Local government officer,Consulting,56835.0,Milwaukee,WI,Midwest,0,,8.0,1.0
a275ae98-4437-4f6d-906c-be9f32831875,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2018,2022,2.21,2.01,2.04,132,1,High,0,1,Female,Asian,23,1,Medium,2.57,Employed,Employed,Educational psychologist,Finance,75337.0,Chicago,IL,Midwest,0,,9.0,1.0
fd62e59c-3b43-4350-9862-f30c577d8eb2,University of Illinois Chicago,"Chicago, IL",Business,2017,2021,2.19,2.35,2.75,126,1,Low,1,1,Female,Asian,27,0,Low,2.5,Employed,Employed,"Teacher, music",Consulting,70794.0,Milwaukee,WI,Midwest,0,,7.0,1.0
f41361f6-f12b-42eb-8448-6ee202fb48ec,University of Illinois Springfield,"Springfield, IL",Arts & Humanities,2018,2022,2.53,2.28,2.48,136,1,High,0,0,Male,Black,28,1,Medium,2.69,Employed,Employed,Occupational hygienist,Media,47842.0,Peoria,IL,Midwest,0,,6.0,0.0
cc7eaa83-51d5-406a-a116-db46bb03604b,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2019,2023,2.78,2.64,2.93,140,1,None,0,0,Male,Black,25,0,High,2.9,Employed,Employed,Commercial art gallery manager,Arts,49425.0,Rockford,IL,Midwest,0,,10.0,1.0
558a8922-4a9f-466b-aa92-fff6dffd3ff4,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,2.65,2.27,2.63,127,1,High,0,0,Non-binary,Hispanic,26,1,High,3.15,Employed,Employed,Lawyer,Marketing,69050.0,Chicago,IL,Midwest,1,Business,7.0,1.0
5a8983b7-2e85-4ed0-9d15-f2613edcd112,University of Illinois Springfield,"Springfield, IL",Business,2016,2020,2.35,2.24,2.7,135,1,High,0,0,Non-binary,Hispanic,27,0,Low,3.57,Employed,Employed,Manufacturing systems engineer,Consulting,60428.0,Bloomington,IL,Midwest,0,,8.0,1.0
d069e062-0b30-4390-af34-f89a823a29a2,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2018,2022,2.67,2.96,3.15,125,0,High,0,1,Female,White,28,0,Medium,2.21,Continuing Education,Continuing Education,,,,,,,1,STEM,,
bf107312-c13e-4955-8a98-10a31441d126,University of Illinois Chicago,"Chicago, IL",STEM,2016,2020,2.98,2.85,3.04,137,1,High,1,1,Non-binary,Hispanic,25,0,Low,2.46,Employed,Employed,"Research officer, political party",Technology,79362.0,Indianapolis,IN,Midwest,0,,9.0,0.0
83e27674-d059-4849-bc43-4d994f9d235e,University of Illinois Chicago,"Chicago, IL",Education,2019,2023,2.95,2.95,2.7,130,0,High,0,1,Non-binary,Black,27,1,High,3.07,Employed,Employed,"Buyer, retail",Higher Education,50370.0,Springfield,IL,Midwest,0,,7.0,0.0
80942135-3eaf-4ac3-8f09-944deac00ef8,University of Illinois Springfield,"Springfield, IL",Education,2019,2023,2.75,2.87,3.14,133,1,Medium,0,0,Female,Asian,22,0,Medium,3.53,Employed,Employed,"Teacher, English as a foreign language",K-12,52330.0,Peoria,IL,Midwest,0,,9.0,0.0
54c314d6-abee-47e6-96e2-7348e26c869a,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2020,2024,3.32,3.09,3.06,129,1,Low,0,1,Female,Other,25,0,High,2.04,Employed,Employed,Television camera operator,Nonprofit,49522.0,Minneapolis,MN,Midwest,0,,8.0,1.0
3a86b35f-a689-4947-98e1-cb5ed683f856,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2016,2020,2.81,3.23,3.36,124,0,High,0,0,Male,Black,24,0,High,2.96,Unemployed,Unemployed,,,,,,,0,,,
db27290d-9400-408b-8722-38d24f97189b,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2020,2024,3.09,3.11,2.61,140,0,None,0,0,Non-binary,Hispanic,22,0,High,3.67,Unemployed,Employed,,,,,,,1,STEM,,
e7ecdc05-a4d0-48c6-bc3b-926602a66ba8,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2020,2024,2.32,2.07,2.51,139,0,High,0,1,Male,Other,24,1,High,3.54,Continuing Education,Continuing Education,,,,,,,0,,,
97455240-46a2-4e06-a15b-6f3ce7dfc793,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2016,2020,2.39,2.25,2.45,138,0,Medium,0,0,Female,Black,25,1,Medium,3.41,Employed,Employed,Communications engineer,Nonprofit,44098.0,Peoria,IL,Midwest,0,,9.0,1.0
60174eea-541a-4f47-9aa4-62885af7539d,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2020,2024,2.7,3.13,3.45,132,0,Medium,1,0,Non-binary,Hispanic,26,0,Low,3.58,Continuing Education,Continuing Education,,,,,,,0,,,
f7a56dc2-38ea-4ee0-8137-1b925feb35ac,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,3.15,3.47,3.55,123,1,Medium,0,0,Female,Other,26,0,High,2.22,Employed,Employed,"Education officer, community",Consulting,66502.0,Champaign,IL,Midwest,0,,10.0,1.0
84e6cc2d-3a19-4948-9114-d88cdcdd5890,University of Illinois Springfield,"Springfield, IL",STEM,2020,2024,2.87,2.95,2.76,135,1,High,0,0,Non-binary,Other,24,1,Low,3.37,Employed,Employed,Legal executive,Engineering,76960.0,Decatur,IL,Midwest,0,,9.0,1.0
8c6e30d6-a9db-43bb-a272-e4cfdc20730c,University of Illinois Springfield,"Springfield, IL",Arts & Humanities,2018,2022,3.11,3.35,3.44,125,1,High,0,0,Female,Other,28,1,High,3.18,Employed,Employed,Early years teacher,Nonprofit,51126.0,Springfield,IL,Midwest,1,Arts & Humanities,9.0,0.0
4ac1e838-ee57-4407-b6fa-020b6e010331,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2018,2022,2.19,2.88,2.97,138,1,None,0,0,Female,Hispanic,27,0,Low,3.68,Employed,Employed,Operations geologist,Higher Education,55679.0,Springfield,IL,Midwest,0,,7.0,1.0
bfb709ba-8fd1-4684-9d3c-e4e2c7095733,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2017,2021,2.26,2.4,2.8,122,1,Medium,1,1,Non-binary,Black,25,0,Medium,3.3,Employed,Employed,Fisheries officer,Healthcare,62180.0,Naperville,IL,Midwest,0,,9.0,0.0
660c0550-247c-4b68-93f7-ca578d65e837,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,2.6,2.39,2.86,133,1,High,0,0,Female,Black,27,0,High,3.25,Employed,Employed,Secondary school teacher,Arts,49692.0,Springfield,IL,Midwest,0,,10.0,1.0
a1b1be99-e338-44e3-9777-df7b398c7fd9,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2017,2021,2.22,2.65,3.0,128,1,High,1,0,Female,Other,26,0,Low,2.16,Employed,Employed,Statistician,Pharma,59740.0,St. Louis,MO,Midwest,0,,10.0,1.0
1d34f31e-4d0a-4c94-9856-2914a019229c,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2018,2022,2.31,2.38,2.58,122,1,None,0,0,Female,Hispanic,27,1,High,2.68,Employed,Employed,Drilling engineer,Marketing,65463.0,Rockford,IL,Midwest,0,,8.0,1.0
f168ef18-e158-4e95-8f71-9a5de4d1841e,University of Illinois Springfield,"Springfield, IL",Arts & Humanities,2020,2024,2.31,2.41,2.47,125,0,High,0,0,Female,Other,22,1,Low,3.42,Employed,Employed,"Engineer, energy",Arts,34230.0,Decatur,IL,Midwest,0,,10.0,1.0
275ce6d1-2522-43ba-b176-518659575d51,University of Illinois Chicago,"Chicago, IL",Health Sciences,2018,2022,2.16,2.05,2.74,134,0,Low,0,1,Non-binary,Hispanic,25,0,Low,2.61,Employed,Employed,Minerals surveyor,Pharma,40785.0,Bloomington,IL,Midwest,0,,9.0,1.0
7d3a5985-2251-4229-be13-e837528f484e,University of Illinois Chicago,"Chicago, IL",STEM,2017,2021,3.33,3.25,3.26,122,1,Medium,0,0,Male,Hispanic,23,0,Medium,2.86,Employed,Employed,Broadcast engineer,Engineering,88467.0,Chicago,IL,Midwest,0,,9.0,0.0
00ad6343-7bc1-4cdf-a53a-c16e1c3f861a,University of Illinois Chicago,"Chicago, IL",Education,2016,2020,2.48,2.04,2.59,124,0,None,0,0,Male,Hispanic,25,0,Low,2.66,Employed,Employed,Geochemist,Higher Education,39482.0,Milwaukee,WI,Midwest,0,,7.0,1.0
3a1c2eea-f936-4e94-a287-7cd86116f04a,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2016,2020,2.62,2.74,3.29,128,0,Low,0,0,Non-binary,Black,25,0,High,3.36,Continuing Education,Continuing Education,,,,,,,0,,,
13aaa65f-4040-4d4b-a028-9048f01715ba,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2017,2021,3.57,4.0,4.0,122,0,Low,0,0,Female,Other,26,0,Medium,3.41,Employed,Employed,"Teacher, primary school",Arts,36522.0,Peoria,IL,Midwest,1,Arts & Humanities,10.0,1.0
4d19a663-f741-4d79-b21e-fb9704c37b78,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2018,2022,2.29,2.99,3.19,133,1,Medium,0,0,Female,Black,29,1,Medium,2.92,Employed,Employed,"Sound technician, broadcasting/film/video",K-12,54251.0,Peoria,IL,Midwest,0,,8.0,1.0
178ed691-7569-4552-9df6-764b97523467,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2019,2023,2.39,2.36,2.39,128,0,Medium,0,0,Male,Other,25,0,Low,2.54,Continuing Education,Continuing Education,,,,,,,0,,,
e3fba420-cbd0-43e3-ba15-3925b2231bef,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2016,2020,2.9,3.71,3.71,125,0,Medium,0,0,Female,Black,22,0,High,2.21,Unemployed,Employed,,,,,,,0,,,
390efabd-1672-46d6-8af1-e8697cff0c30,University of Illinois Springfield,"Springfield, IL",Education,2016,2020,3.61,3.59,3.84,128,0,Low,0,1,Female,White,26,0,Low,3.23,Unemployed,Unemployed,,,,,,,0,,,
2be2f76d-a1c5-4b12-9519-49538eeafb80,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2017,2021,2.94,2.73,2.54,123,0,Low,0,0,Male,Asian,25,1,High,2.35,Employed,Employed,Production engineer,Marketing,55593.0,Chicago,IL,Midwest,1,Business,6.0,1.0
5ebd2fc1-67a5-4288-8d03-3cd000b577aa,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2017,2021,2.5,3.39,3.65,127,0,None,1,0,Non-binary,Hispanic,26,1,Medium,3.16,Employed,Employed,Furniture designer,Finance,53653.0,Bloomington,IL,Midwest,0,,6.0,0.0
0413a0d8-d6e7-42a1-af29-561c34f553c6,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,2.08,2.53,2.74,132,0,Low,0,0,Female,Other,26,0,Low,2.41,Employed,Employed,Medical illustrator,Marketing,69357.0,Detroit,MI,Midwest,1,Business,8.0,1.0
daa1f481-04aa-44ee-89d0-e1b08c4abc18,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,2.37,2.3,2.36,125,0,Low,0,1,Female,Other,24,0,High,2.93,Employed,Employed,Sports development officer,Nonprofit,35622.0,Naperville,IL,Midwest,0,,7.0,1.0
320284b6-9f16-4e37-a14b-25ff5f8df63c,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2018,2022,2.85,3.02,2.99,122,1,Medium,0,0,Male,Hispanic,24,0,Medium,3.19,Employed,Employed,"Conservator, museum/gallery",Nonprofit,49469.0,Rockford,IL,Midwest,0,,6.0,0.0
3b4c6d38-b2c5-4dd5-bee4-54c6c13c5aa8,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,3.18,3.62,3.55,129,0,Medium,1,1,Female,Asian,27,0,Medium,2.03,Employed,Employed,Automotive engineer,Marketing,51848.0,Des Moines,IA,Midwest,0,,9.0,1.0
35b94128-48b4-4c5d-a7ad-258e50b9d59f,University of Illinois Springfield,"Springfield, IL",Business,2019,2023,2.66,2.8,2.83,139,1,Low,0,0,Female,Asian,22,1,Medium,2.98,Employed,Employed,"Radiographer, therapeutic",Marketing,60603.0,Chicago,IL,Midwest,0,,7.0,1.0
ed2fbdc6-d351-476b-82b0-652cd6ad975d,University of Illinois Springfield,"Springfield, IL",Education,2016,2020,2.82,2.96,2.88,128,1,None,0,0,Male,Asian,23,1,Low,3.32,Employed,Employed,"Surveyor, land/geomatics",K-12,45758.0,Chicago,IL,Midwest,0,,10.0,1.0
f1a91824-ae7d-40c6-a41b-fcfdec8cb013,University of Illinois Chicago,"Chicago, IL",Education,2018,2022,1.83,2.15,2.38,136,0,High,0,0,Non-binary,Asian,26,0,Medium,2.75,Employed,Employed,"Production designer, theatre/television/film",K-12,40988.0,Chicago,IL,Midwest,0,,8.0,1.0
f42ecf67-0861-440a-b6bf-d464eabcfabc,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2020,2024,2.65,2.84,2.19,130,0,Low,0,0,Female,Hispanic,24,0,Low,2.86,Employed,Employed,Automotive engineer,Media,46075.0,Decatur,IL,Midwest,1,Arts & Humanities,10.0,1.0
cc6b96d6-b3a8-4169-b093-531ed923856e,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2017,2021,2.65,2.33,2.75,123,0,High,0,1,Male,Asian,24,0,Low,4.0,Unemployed,Employed,,,,,,,0,,,
ee9b58a3-5c00-4344-9941-46b05d3ca792,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2017,2021,2.76,3.17,3.32,138,1,Medium,0,0,Male,Other,26,1,Low,2.47,Employed,Employed,Adult nurse,Finance,54708.0,Rockford,IL,Midwest,1,Business,10.0,0.0
6c3f3ce5-fd2f-434d-8734-2e03ffa5fd0c,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2017,2021,2.47,2.22,3.0,139,1,High,0,0,Non-binary,Asian,22,0,Medium,2.34,Employed,Employed,Ceramics designer,Arts,47518.0,Springfield,IL,Midwest,0,,10.0,1.0
caa71fd3-320c-4eeb-bc43-9c7753a97918,University of Illinois Chicago,"Chicago, IL",Business,2018,2022,2.83,2.97,2.97,135,0,Medium,0,0,Non-binary,Asian,27,0,High,2.6,Employed,Employed,Solicitor,Finance,62050.0,Champaign,IL,Midwest,0,,7.0,1.0
ae7dd14a-2f95-4705-b136-1f2f7955bec6,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2016,2020,2.22,2.66,2.54,120,0,High,0,0,Male,Black,22,1,Medium,2.86,Continuing Education,Continuing Education,,,,,,,0,,,
168ef1c9-282a-4c5d-ac75-1b49a6ff978f,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2017,2021,2.67,2.47,2.42,129,1,None,0,1,Female,Asian,23,1,Low,3.21,Employed,Employed,Biomedical engineer,Media,47204.0,Peoria,IL,Midwest,0,,10.0,1.0
404bc5db-3b03-4fd8-b3ba-ccdd52cd5823,University of Illinois Springfield,"Springfield, IL",Health Sciences,2018,2022,2.69,2.48,2.2,137,1,Low,0,0,Female,Other,23,1,Low,3.2,Employed,Employed,Financial controller,Pharma,52779.0,Champaign,IL,Midwest,1,Health Sciences,7.0,0.0
6f95ae78-eaf3-4c9f-8139-c7674ab483d6,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2018,2022,3.76,3.59,3.3,122,0,Medium,0,0,Non-binary,Asian,24,0,High,2.82,Employed,Employed,Archaeologist,Pharma,56538.0,Champaign,IL,Midwest,0,,7.0,1.0
6df1c4f0-2cf8-44a2-bb18-808673df15c9,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2020,2024,2.74,2.85,2.93,133,1,None,1,0,Male,Other,22,1,High,3.7,Employed,Employed,Agricultural engineer,K-12,53778.0,Minneapolis,MN,Midwest,0,,6.0,1.0
7c1d28b2-62b6-4bc1-a729-854ec3953744,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2018,2022,2.68,2.93,2.87,128,1,None,0,1,Non-binary,Other,23,1,Low,2.76,Employed,Employed,Corporate investment banker,Pharma,63928.0,Decatur,IL,Midwest,0,,7.0,0.0
bbdcee81-745f-4684-bf95-5dada101829d,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2017,2021,2.39,2.91,2.78,138,0,High,0,0,Non-binary,Hispanic,27,1,Low,3.02,Employed,Employed,Advertising account executive,Research,67098.0,Decatur,IL,Midwest,0,,6.0,1.0
72f023c2-3c92-4537-b683-ab01b440bacd,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2016,2020,2.55,2.57,2.35,135,1,Medium,0,0,Non-binary,Other,29,0,Medium,3.41,Employed,Employed,Futures trader,Media,53677.0,Rockford,IL,Midwest,0,,10.0,1.0
3f741733-d170-4ce0-a4d4-714f310d76d5,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,2.43,2.56,3.04,136,1,Low,0,1,Male,Other,26,0,High,3.25,Employed,Employed,"Social research officer, government",Marketing,65401.0,Bloomington,IL,Midwest,0,,8.0,0.0
93d8d02d-a316-40c0-a22d-9521a177e723,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2018,2022,2.23,2.27,2.99,135,1,None,0,0,Male,Black,28,0,Medium,3.26,Employed,Employed,Local government officer,Technology,78401.0,Decatur,IL,Midwest,0,,10.0,1.0
1683a2dd-79cd-4110-93a0-3cab2058909d,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2019,2023,2.2,2.08,1.85,122,1,High,0,0,Female,Black,24,0,Medium,3.23,Employed,Employed,"Psychotherapist, dance movement",Media,41775.0,Peoria,IL,Midwest,0,,7.0,1.0
7235973f-5c5d-4d74-85f9-6322e692e886,University of Illinois Springfield,"Springfield, IL",Education,2018,2022,2.84,3.3,3.21,124,0,Low,0,0,Female,Black,25,1,High,2.58,Employed,Employed,Insurance account manager,Higher Education,49812.0,St. Louis,MO,Midwest,0,,10.0,1.0
4924ab60-3660-482d-9afa-d144aaa0ae86,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2020,2024,2.48,3.04,3.16,122,0,None,0,0,Female,White,26,0,Medium,2.44,Employed,Employed,Geoscientist,Pharma,48442.0,Bloomington,IL,Midwest,0,,6.0,1.0
2994bc1d-8f4c-49b2-bc80-e6b57eaa6a44,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2019,2023,2.69,2.63,2.26,134,0,Low,0,1,Non-binary,Other,22,1,High,2.63,Employed,Employed,Medical sales representative,Pharma,55838.0,Los Angeles,CA,West,0,,7.0,0.0
4ba08e4f-8ad8-4c07-a066-1a8cd16aab67,University of Illinois Springfield,"Springfield, IL",Education,2020,2024,2.38,1.96,2.0,121,0,None,0,1,Male,White,27,0,Low,3.13,Employed,Employed,"Surveyor, land/geomatics",K-12,45680.0,Chicago,IL,Midwest,1,Education,8.0,1.0
cb3052ba-a2cc-4077-ace4-f7430af2cf20,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2018,2022,2.56,2.39,2.47,135,1,Medium,0,0,Non-binary,Black,23,1,High,2.64,Employed,Employed,Race relations officer,Media,54731.0,Champaign,IL,Midwest,0,,9.0,0.0
0395b0d5-50cd-4d20-8ca3-f2ca51ccc085,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2019,2023,2.55,2.48,2.18,120,1,Low,0,0,Female,Hispanic,22,0,Low,3.34,Employed,Employed,Nature conservation officer,Finance,68190.0,St. Louis,MO,Midwest,0,,7.0,0.0
f8d113ae-7374-4b65-b3f3-905661aa0786,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2019,2023,3.13,3.3,3.67,131,1,None,0,0,Non-binary,Asian,24,0,Low,3.18,Employed,Employed,"Designer, television/film set",Finance,73150.0,Minneapolis,MN,Midwest,0,,7.0,1.0
d00fa98a-10c7-46de-b49a-7d2f69d21317,University of Illinois Chicago,"Chicago, IL",Health Sciences,2017,2021,2.29,2.13,1.95,136,1,Medium,0,1,Non-binary,Asian,29,1,High,2.81,Employed,Employed,Drilling engineer,Pharma,55503.0,Decatur,IL,Midwest,0,,6.0,1.0
65f053aa-1d5d-4a4f-9f7f-9ed772ca269f,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2019,2023,2.4,2.66,2.21,138,1,None,0,1,Male,Asian,27,1,High,2.72,Employed,Employed,Production engineer,Engineering,79948.0,Champaign,IL,Midwest,0,,7.0,1.0
68deb2e3-130a-4dbe-86a5-e2106d321d05,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2018,2022,2.54,2.76,3.13,133,0,High,0,0,Non-binary,Other,22,1,Low,3.3,Continuing Education,Continuing Education,,,,,,,0,,,
bdb0a122-ee57-4ef8-9c1b-822f737573ce,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2016,2020,2.42,2.24,2.71,139,1,Low,0,0,Non-binary,Other,28,0,High,2.84,Employed,Employed,Outdoor activities/education manager,Higher Education,53292.0,Louisville,KY,South,0,,9.0,1.0
68860876-4b0a-4c9f-be83-d98f5ddecc50,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2017,2021,2.58,2.35,2.14,128,0,Low,0,1,Female,Black,22,0,High,2.96,Employed,Employed,IT consultant,Engineering,71297.0,Rockford,IL,Midwest,0,,8.0,0.0
46e7dc47-d67d-4107-9023-6e64f86d8e91,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,3.46,3.79,4.0,136,0,None,0,1,Non-binary,Asian,23,0,Medium,3.08,Employed,Employed,Fine artist,Nonprofit,38231.0,Peoria,IL,Midwest,1,Arts & Humanities,9.0,1.0
ef96bf72-0280-40e3-95eb-f4ae99b43898,University of Illinois Springfield,"Springfield, IL",Business,2016,2020,2.97,3.17,2.99,122,0,Low,0,0,Male,Black,28,0,Low,3.13,Employed,Employed,Manufacturing engineer,Finance,53862.0,Bloomington,IL,Midwest,0,,10.0,1.0
7672fe94-bbca-4917-bff5-ba2c35832ca0,University of Illinois Springfield,"Springfield, IL",Arts & Humanities,2018,2022,2.37,2.25,2.96,139,0,Medium,0,0,Non-binary,Black,23,0,Medium,3.0,Employed,Employed,Information systems manager,Arts,51660.0,Bloomington,IL,Midwest,1,Arts & Humanities,6.0,1.0
54f1bf18-4daf-4a1a-b577-26929bdb3bd3,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2019,2023,2.75,2.9,3.19,139,0,Medium,0,0,Non-binary,White,29,0,High,3.22,Employed,Employed,Television camera operator,Marketing,59237.0,Rockford,IL,Midwest,0,,9.0,1.0
3c8c56ff-cb95-4e11-8b95-f0147d401b5a,University of Illinois Chicago,"Chicago, IL",Health Sciences,2020,2024,3.1,2.99,3.32,129,0,Low,0,0,Non-binary,Black,23,0,Low,3.42,Employed,Employed,Aeronautical engineer,Pharma,51991.0,Louisville,KY,South,0,,6.0,1.0
68f3c45c-25a0-4ea6-b696-beace9416fff,University of Illinois Chicago,"Chicago, IL",Business,2020,2024,2.64,3.32,3.11,129,0,Medium,0,0,Non-binary,Other,28,1,Low,2.21,Unemployed,Unemployed,,,,,,,0,,,
5c3d365c-66b4-4c76-afb1-cbf06d6e92e4,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2020,2024,2.72,3.39,3.21,130,1,High,0,0,Male,Other,29,1,Low,2.5,Employed,Employed,"Psychotherapist, dance movement",Healthcare,70421.0,Milwaukee,WI,Midwest,0,,9.0,1.0
6d4249e2-6725-4e5d-aa21-ea5bd35fd6d2,University of Illinois Chicago,"Chicago, IL",Education,2019,2023,2.7,2.73,2.98,130,0,Medium,0,1,Female,Asian,25,1,Low,3.21,Employed,Employed,Hydrogeologist,K-12,36979.0,Peoria,IL,Midwest,0,,7.0,1.0
0bb55c3e-5780-42b4-9207-3c22f99b074b,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,2.24,2.33,2.21,122,1,Low,0,0,Male,Other,29,0,Low,2.86,Employed,Employed,"Engineer, aeronautical",Consulting,80828.0,Bloomington,IL,Midwest,0,,6.0,1.0
8a0bbbcd-34dd-470c-a189-7d39162ee3e3,University of Illinois Chicago,"Chicago, IL",Education,2018,2022,3.01,3.14,3.33,122,0,Low,0,0,Male,White,25,0,Low,3.16,Employed,Employed,Broadcast engineer,K-12,45903.0,Springfield,IL,Midwest,0,,6.0,1.0
